CacheNode0,2023-06-08T16:29:57.607Z,invocation:warmup,55339119-7859-40b3-8760-0cd8ce82917d,3.46,4
CacheNode0,2023-06-08T16:34:12.769Z,invocation:ping,f6baa60d-67a5-4aea-8567-8eb41018def4,118.64,119
CacheNode0,2023-06-08T16:34:16.921Z,invocation:ping,8e1c69ea-9b0c-4ffb-b6ef-cf7f9a6c2fc4,119.06,120
CacheNode0,2023-06-08T16:34:21.166Z,invocation:ping,3f677bd9-354e-4b44-bf8e-328dd564dc75,116.14,117
CacheNode0,2023-06-08T16:35:02.797Z,invocation:ping,cb200b93-9b26-40be-9f6a-16f82e373a5d,124.69,125
CacheNode0,2023-06-08T16:35:07.144Z,invocation:ping,c8c06c6f-e9a5-4b95-a534-2a7b33400f67,147.68,148
CacheNode0,2023-06-08T16:35:11.370Z,invocation:ping,a6ce07e7-2c37-4e5c-bca2-5b0c5081b20c,145.23,146
CacheNode0,2023-06-08T16:37:41.643Z,invocation:ping,005a944b-ceb5-451a-b8e2-f8402fb8ee47,118.04,119
CacheNode0,2023-06-08T16:37:45.836Z,invocation:ping,f52652eb-2d4b-41e7-9409-aa547774ea43,124.80,125
CacheNode0,2023-06-08T16:37:49.950Z,invocation:ping,286b167a-d82c-4550-9aaa-a5ca6a492b75,112.37,113
CacheNode0,2023-06-08T16:39:11.332Z,invocation:ping,2e952546-0f57-4074-ad6c-76fd1377ea29,142.56,143
CacheNode0,2023-06-08T16:39:15.896Z,invocation:ping,b61b8a74-dbae-4f79-baeb-d20b8d1b9bf2,113.40,114
CacheNode0,2023-06-08T16:39:52.515Z,invocation:ping,b542f6a8-ae2e-4e09-a8f8-e711f91d4643,128.55,129
CacheNode0,2023-06-08T16:39:56.746Z,invocation:ping,d7a323c9-4048-4658-b114-1307355c8575,115.44,116
CacheNode0,2023-06-08T16:40:01.011Z,invocation:ping,38f057e5-82a8-4d28-b3b9-d24ac460f965,118.48,119
CacheNode0,2023-06-08T16:40:53.701Z,invocation:ping,24feae88-0e92-4ace-a27c-cdec0b61f84e,123.52,124
CacheNode0,2023-06-08T16:40:58.140Z,invocation:ping,fcddc5bd-85e2-4a55-9a08-948b29f8d83a,122.78,123
CacheNode0,2023-06-08T16:41:02.443Z,invocation:ping,89d37427-4c46-470d-aedd-9cfea005e513,120.07,121
CacheNode0,2023-06-08T16:42:17.932Z,invocation:ping,6f758113-6bb7-4512-b59a-a5f3e864962a,114.08,115
CacheNode0,2023-06-08T16:42:22.203Z,invocation:ping,65eb06ac-3760-406b-9080-b7061a81e464,122.27,123
CacheNode0,2023-06-08T16:42:26.553Z,invocation:ping,0cbc99e0-19ba-49f7-95cc-0326913b8626,124.28,125
CacheNode0,2023-06-08T16:45:27.046Z,invocation:ping,50038254-ab06-45d2-afe1-5724de10bd82,125.61,126
CacheNode0,2023-06-08T16:45:31.512Z,invocation:ping,ebe99203-7a19-46c8-b403-fe04fd2b0eaf,126.34,127
CacheNode0,2023-06-08T16:45:35.668Z,invocation:ping,46430d9e-643f-4faa-adce-b3dff90cc7fb,120.13,121
CacheNode0,2023-06-08T16:46:05.307Z,invocation:ping,ab2c9e20-13ce-48af-a66d-4bdeadf32871,111.70,112
CacheNode0,2023-06-08T16:46:09.507Z,invocation:ping,027e92dc-1b6d-4f9c-a372-be2f2387d8cb,114.53,115
CacheNode0,2023-06-08T16:46:13.720Z,invocation:ping,156e9302-bf09-4916-8d00-4649e11f47f4,119.74,120
CacheNode0,2023-06-08T16:46:30.858Z,invocation:ping,288350a2-8d38-4e9e-a1bc-b13d6c8e1bfd,122.90,123
CacheNode0,2023-06-08T16:46:35.131Z,invocation:ping,8e2af9a2-31b5-45ed-b220-b1351b048050,126.31,127
CacheNode0,2023-06-08T16:46:39.221Z,invocation:ping,54373c57-7396-4300-a003-ddf0b6ce3a44,122.88,123
CacheNode0,2023-06-08T16:52:17.792Z,invocation:ping,0b08d8a8-2da0-4de0-a3b0-81f2b5d510ca,117.76,118
CacheNode0,2023-06-08T16:52:22.116Z,invocation:ping,21a19351-38b8-4544-af44-b46cc6c291a8,143.22,144
CacheNode0,2023-06-08T16:52:26.374Z,invocation:ping,712050a3-7c8e-4f73-a06b-5978ef247994,124.20,125
CacheNode0,2023-06-08T16:53:21.982Z,invocation:ping,95a94f72-5099-4a80-a713-e962fc010a19,119.46,120
CacheNode0,2023-06-08T16:53:26.340Z,invocation:ping,9582b608-44d6-4a25-b6e7-296222853871,123.57,124
CacheNode0,2023-06-08T17:00:49.853Z,invocation:ping,266090bc-44d5-4ca1-8623-0553a4b41b38,122.18,123
CacheNode0,2023-06-08T17:00:54.086Z,invocation:ping,0515951d-d0bf-4b1f-bf8b-ac69ddf7e9db,140.03,141
CacheNode0,2023-06-08T17:00:58.419Z,invocation:ping,45eceb18-e5ad-4a1e-8d82-27907626148a,126.84,127
CacheNode0,2023-06-08T17:02:21.540Z,invocation:ping,e8b27a39-a0fc-4208-970f-e4da3cee3a0f,114.36,115
CacheNode0,2023-06-08T17:02:26.115Z,invocation:ping,ab6985d1-61ac-4f28-99b4-82853c5d2d64,118.22,119
CacheNode0,2023-06-08T17:02:30.311Z,invocation:ping,2013b911-2697-48eb-885e-d5eda8444a44,127.05,128
CacheNode0,2023-06-08T17:03:49.421Z,invocation:ping,29cb7827-9aa6-4438-b2e5-c0a265b82e9b,112.32,113
CacheNode0,2023-06-08T17:03:53.476Z,invocation:ping,f2b86abc-bac9-4010-a42f-d9104792c722,122.77,123
CacheNode0,2023-06-08T17:03:57.501Z,invocation:ping,e30b979e-9777-4928-bad3-1794abcc6aef,121.56,122
CacheNode0,2023-06-08T17:04:45.998Z,invocation:ping,69a5a19c-1dbe-41e4-a66c-9cab241b8c7a,123.43,124
CacheNode0,2023-06-08T17:04:50.396Z,invocation:ping,5eb73769-f3b1-4148-ad78-ee9a027e22e8,120.71,121
CacheNode0,2023-06-08T17:07:39.811Z,invocation:ping,12c58bae-c809-45ee-933c-ec997580dbf9,116.68,117
CacheNode0,2023-06-08T17:07:43.956Z,invocation:ping,893e3e67-83f1-415c-a789-bc0820de4f85,134.93,135
CacheNode0,2023-06-08T17:07:48.029Z,invocation:ping,e98858f8-29a0-4719-87ff-a551c7c3304d,120.47,121
CacheNode0,2023-06-08T17:09:29.255Z,invocation:ping,a747ed0e-02fa-42cb-80a3-947bd3895ce3,118.90,119
CacheNode0,2023-06-08T17:09:33.477Z,invocation:ping,2044d4c4-4b37-4d1c-9eda-edd3e2431a77,114.33,115
CacheNode0,2023-06-08T17:09:37.559Z,invocation:ping,9c9d7058-638b-4d23-859d-79c859ebd1c8,122.51,123
CacheNode0,2023-06-08T17:10:19.291Z,invocation:ping,b6fa05df-736d-44d6-a86a-d241bacee0bb,119.43,120
CacheNode0,2023-06-08T17:10:23.655Z,invocation:ping,e95bbfc9-0662-45cf-af43-7eebeb5b1dda,120.93,121
CacheNode0,2023-06-08T17:10:27.739Z,invocation:ping,850bab45-98f4-4cc3-943c-41e871fa7e0d,122.10,123
CacheNode0,2023-06-08T17:11:10.091Z,invocation:ping,75149de5-ce3a-4904-9660-cb767a4e9fb4,124.21,125
CacheNode0,2023-06-08T17:11:14.463Z,invocation:ping,42777a64-7c1a-4b63-8650-174d9e13e1d7,123.44,124
CacheNode0,2023-06-08T17:11:18.630Z,invocation:ping,b5a4dc35-75ee-46d7-bea8-06e49c620669,133.06,134
CacheNode0,2023-06-08T17:13:29.881Z,invocation:ping,9ac95d56-4339-48b9-b95b-30ce0da78f40,131.78,132
CacheNode0,2023-06-08T17:13:34.290Z,invocation:ping,7f10ca63-4ba8-4534-ada3-857254c16610,131.94,132
CacheNode0,2023-06-08T17:13:38.577Z,invocation:ping,1f183b10-0b66-4496-adbe-451156f17c24,126.42,127
CacheNode0,2023-06-08T17:14:33.949Z,invocation:ping,d82c87b5-27b3-4033-8f8b-43d5239c7a1d,120.06,121
CacheNode0,2023-06-08T17:14:38.583Z,invocation:ping,40e163df-4bf7-4d59-89eb-ed1fdab95f1a,114.03,115
CacheNode0,2023-06-08T17:14:42.780Z,invocation:ping,4114634d-9031-4cb9-b682-0908cdf029d3,119.38,120
CacheNode0,2023-06-08T17:21:08.678Z,invocation:ping,5e17480c-ce72-4245-ad61-30a95d7e2e31,133.94,134
CacheNode0,2023-06-08T17:21:12.851Z,invocation:ping,3a07024f-ac37-4ee3-9059-acbcc7a3c61a,135.95,136
CacheNode0,2023-06-08T17:21:17.108Z,invocation:ping,a3e66702-ccb3-4781-aeec-a8d5e1c6c8bd,123.45,124
CacheNode0,2023-06-08T17:21:33.856Z,invocation:ping,83bfd557-7ec6-4eb3-b9b1-3ca4ab82321f,120.89,121
CacheNode0,2023-06-08T17:21:37.877Z,invocation:ping,ec2b13b2-6fa8-45cd-9397-1a35f5133af2,122.64,123
CacheNode0,2023-06-08T17:21:42.027Z,invocation:ping,e30465a7-2f1f-4093-ad4b-583ff1961e63,123.60,124
CacheNode0,2023-06-08T17:32:19.156Z,invocation:warmup,1f2ac4ee-8c88-4f43-820e-28b67e7387f2,11.48,12
CacheNode0,2023-06-08T17:34:19.181Z,invocation:warmup,c09d99af-694d-4ec0-b1e8-c04c67fe6b72,4.47,5
CacheNode0,2023-06-08T16:27:54.759Z,invocation:ping,7294b37b-818c-447e-932a-4cdceaf71fa0,113.86,114
CacheNode0,2023-06-08T16:27:57.669Z,invocation:ping,dd086e5c-dbed-4534-bb16-73e1649bea7a,132.24,133
CacheNode0,2023-06-08T16:33:10.646Z,invocation:ping,5c996c34-eeda-40fa-b6dd-359acf1c2b48,122.70,123
CacheNode0,2023-06-08T16:33:14.613Z,invocation:ping,a909041b-b7a9-4875-a9e0-a2aa101f4d88,112.18,113
CacheNode0,2023-06-08T16:33:18.723Z,invocation:ping,41eb0b3e-bae2-4077-8525-698e7c4474ca,128.03,129
CacheNode0,2023-06-08T16:33:47.521Z,invocation:ping,e972b58a-f7c2-4761-ab35-691dd9c4cb4e,117.69,118
CacheNode0,2023-06-08T16:33:51.629Z,invocation:ping,870cba20-38c5-40e7-9171-5179f185f469,130.17,131
CacheNode0,2023-06-08T16:33:55.824Z,invocation:ping,0b59dd15-012b-4b7e-b4e5-60ac352387b2,134.05,135
